SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
IPRU2847,ICICI Prud MF - ICICI Prud FMP Sr 79 - 1106D Pl M - HYDPO,MF,31-AUG-2016,10,1,INF109KB1ZJ9,10
IPRU2850,ICICI Prud MF - ICICI Prud FMP Sr 79 - 1104D Pl O - CU,MF,16-SEP-2016,10,1,INF109KB1ZQ4,10
IPRU2851,ICICI Prud MF - ICICI Prud FMP Sr 79 - 1104D Pl O - D,MF,16-SEP-2016,10,1,INF109KB1ZR2,10
IPRU2854,ICICI Prud MF - ICICI Prud FMP Sr 79 - 1104D Pl P - CU,MF,16-SEP-2016,10,1,INF109KB1B48,10
IPRU2855,ICICI Prud MF - ICICI Prud FMP Sr 79 - 1104D Pl P - DP,MF,16-SEP-2016,10,1,INF109KB1B55,10
IPRU2862,ICICI Prud MF - ICICI Prud FMP Sr 79 - 1404D Pl T - CO,MF,30-SEP-2016,10,1,INF109KB1C62,10
IPRU2863,ICICI Prud MF - ICICI Prud FMP Sr 79 - 1404D Pl T - HYDPO,MF,30-SEP-2016,10,1,INF109KB1C70,10
IPRU2876,ICICI Prud MF - ICICI Prud FMP Sr 80 - 1100D Pl A - CO,MF,28-OCT-2016,10,1,INF109KB1H42,10
IPRU2877,ICICI Prud MF - ICICI Prud FMP Sr 80 - 1100D Pl A - HYDPO,MF,28-OCT-2016,10,1,INF109KB1H59,10
IPRU2886,ICICI Pru MF - ICICI Pru FMP -Sr. 80 - 1248 Days Plan D- Cum,MF,29-NOV-2016,10,1,INF109KB1K05,10
IPRU2887,ICICI Pru MF - ICICI Pru FMP -Sr. 80 - 1248 Days Plan D- Div,MF,29-NOV-2016,10,1,INF109KB1K13,10
IPRU2898,ICICI Prudential Mutual Fund-ICICI Pru FMP-Sr 80-1194 Days Plan F-Cum,MF,03-FEB-2017,10,1,INF109KB1N85,10
IPRU2899,ICICI Prudential Mutual Fund-ICICI Pru FMP-Sr 80-1194 Days Plan F-DP,MF,03-FEB-2017,10,1,INF109KB1N93,10
IPRU2900,ICICI Prudential MF - FMP Sr. 80 1187 Days Plan G - Cum ,MF,10-FEB-2017,10,1,INF109KB1O27,10
IPRU2901,ICICI Prudential MF - FMP Sr. 80 1187 Days Plan G - DP ,MF,10-FEB-2017,10,1,INF109KB1O50,10
IPRU2904,ICICI Prudential Mutual Fund - ICICI Prudential Fixed Maturity Plan Se,MF,07-MAR-2017,10,1,INF109KB1P83,10
IPRU2905,ICICI Prudential Mutual Fund - ICICI Prudential Fixed Maturity Plan Se,MF,07-MAR-2017,10,1,INF109KB1P91,10
IPRU2908,ICICI Prudential Mutual Fund - FMP Sr 80 - 1253 Days Plan J - Cum,MF,03-MAR-2017,10,1,INF109KB1R40,10
IPRU2909,ICICI Prudential Mutual Fund - FMP Sr 80 - 1253 Days Plan J - DP,MF,03-MAR-2017,10,1,INF109KB1R57,10
IPRU2914,ICICI Pru. MF - ICICI Pru FMP Plan - Sr. 80 - 1245 Days - Pl- L-Cum,MF,17-MAR-2017,10,1,INF109KB1T06,10
IPRU2915,ICICI Pru. MF - ICICI Pru FMP Plan - Sr. 80 - 1245 Days - Pl- L-DP,MF,17-MAR-2017,10,1,INF109KB1T14,10
IPRU2918,ICICI Prudential Mutual Fund - ICICI Prudential Fixed Maturity Plan Se,MF,23-MAR-2017,10,1,INF109KB1T89,10
IPRU2919,ICICI Prudential Mutual Fund - ICICI Prudential Fixed Maturity Plan Se,MF,23-MAR-2017,10,1,INF109KB1T97,10
IPRU2920,ICICI Prudential Mutual Fund - ICICI Prudential Fixed Maturity Plan Se,MF,22-MAR-2017,10,1,INF109KB1V02,10
IPRU2922,ICICI Pru MF - ICICI Pru FMP Sr. 80 - 1231 days Plan P - Cum,MF,24-MAR-2017,10,1,INF109KB1V44,10
IPRU2924,ICICI Prudential Mutual Fund - ICICI Prudential Fixed Maturity Plan Se,MF,06-APR-2017,10,1,INF109KB1V85,10
IPRU2925,ICICI Prudential Mutual Fund - ICICI Prudential Fixed Maturity Plan Se,MF,06-APR-2017,10,1,INF109KB1V93,10
IPRU2928,ICICI Prudential Mutual Fund - IPFMP Sr. 80 - 1227 Days Plan Q Cum,MF,28-MAR-2017,10,1,INF109KB1W68,10
IPRU2940,ICICI Prudential Mutual Fund - ICICI Pru FMP Sr 80-1216 Days Pl U Cum,MF,07-APR-2017,10,1,INF109KB10A8,10
IPRU2941,ICICI Prudential Mutual Fund - ICICI Pru FMP Sr 80-1216 Days Pl U DP,MF,07-APR-2017,10,1,INF109KB11A6,10
IPRU2944,ICICI Prudential Mutual Fund - ICICI Prudential Fixed Maturity Plan Se,MF,06-APR-2017,10,1,INF109KB1Z65,10
IPRU2945,ICICI Prudential Mutual Fund - ICICI Prudential Fixed Maturity Plan Se,MF,06-APR-2017,10,1,INF109KB1Z73,10
IPRU2946,ICICI Prudential Mutual Fund - ICICI Prudential Fixed Maturity Plan Se,MF,07-APR-2017,10,1,INF109KB1Y09,10
IPRU2947,ICICI Prudential Mutual Fund - ICICI Prudential Fixed Maturity Plan Se,MF,07-APR-2017,10,1,INF109KB1Y17,10
IPRU8032,ICICI Prudential MF - ICICI Prudential IFAIP- I -DPG,MF,16-SEP-2013,10,1,INF109K01K45,10
IPRU8036,ICICI Prudential Mutual Fund - ICICI Pru Int Fund An Int PII-DC,MF,30-OCT-2013,10,1,INF109K01K60,10
IPRU8038,ICICI Prudential MF - ICICI Prud Int Fund AIP- III- GRW,MF,14-NOV-2013,10,1,INF109K01K86,10
IPRU8040,ICICI Prudential Mutual Fund - ICICI Prudential IF -AI Plan IV - DG,MF,20-NOV-2013,10,1,INF109K01L02,10
IPRU8053,ICICI Prudential MF - ICICI Prudential IFQIP-I- DPG,MF,13-SEP-2013,10,1,INF109K01L69,10
IPRU8054,ICICI Pru MF - ICICI Pru Int Fund QIP 1 - Direct DP,MF,28-MAR-2013,10,1,INF109K01L77,10
IPRU8055,ICICI Prudential Mutual Fund - ICICI Pru-Int-Fu-Qua-Int-PII-DC,MF,17-OCT-2013,10,1,INF109K01L85,10
IPRU8071,ICICI Prudential Mutual Fund - ICICI Pru Int F-IV Qua-Int-P-B-DG,MF,25-OCT-2013,10,1,INF109K01N42,10
IPRU8072,ICICI Prudential MF - ICICI Prudential IF S1 - DDP,MF,23-APR-2013,10,1,INF109K01N59,10
IPRU8114,ICICI Prudential MF - ICICI Prudential IFQIP-I- DPQDP,MF,13-SEP-2013,10,1,INF109K01N75,10
IPRU8122,ICICI Prudential MF - ICICI Prudential IF S1 - DQDP,MF,23-APR-2013,10,1,INF109K01O58,10
IPRU8446,ICICI Prudential MF - ICICI PC PO Fund V - Plan A - 5 years plan - DC,MF,28-JAN-2014,10,1,INF109KA1KF0,10
IPRU8447,ICICI Prudential MF - ICICI PC PO Fund V - Plan A - 5 years plan - DD,MF,28-JAN-2014,10,1,INF109KA1KG8,10
IPRU8476,ICICI Prudential MF - ICICI Prudential CPOF V Plan C-1825 Days - DP-CO,MF,03-MAR-2014,10,1,INF109KA1ML4,10
IPRU8477,ICICI Prudential MF - ICICI Prudential CPOF V Plan C-1825 Days-DP-DPO,MF,03-MAR-2014,10,1,INF109KA1MM2,10
IPRU8494,ICICI Prud MF - ICICI Prud Int Fund SR- VII AIP- PL C - DC,MF,04-MAR-2014,10,1,INF109KA1NX7,10
IPRU8533,ICICI Pru MF - ICICI Pru MYF - Sr. 6 - 1825 Days Plan C - DP - CO,MF,15-APR-2014,10,1,INF109KA1RF5,10
IPRU8534,ICICI Pru MF - ICICI Pru MYF - Sr. 6 - 1825 Days Plan C - DP - DPO,MF,15-APR-2014,10,1,INF109KA1RG3,10
IPRU8567,ICICI Prudential MF - ICICI Prudential MYF - DP-CO,MF,16-MAY-2014,10,1,INF109KA1TV8,10
IPRU8568,ICICI Prudential MF - ICICI Prudential MYF - DP-DPO,MF,16-MAY-2014,10,1,INF109KA1TW6,10
IPRU8597,ICICI Prud MF - ICICI Prud CPOF-Series VI-1825 Days Plan A DP-CO,MF,13-JUN-2014,10,1,INF109KA1VX0,10
IPRU8598,ICICI Prud MF - ICICI Prud CPOF-Series VI-1825 Days Plan A DP-DPO,MF,13-JUN-2014,10,1,INF109KA1VY8,10
IPRU8606,ICICI Prud MF - ICICI Prud FMP - Sr 74 - 9 Yrs Pl U - DP-CO,MF,03-JUL-2014,10,1,INF109KA1WO7,10
IPRU8607,ICICI Prud MF - ICICI Prud FMP - Sr 74 - 9 Yrs Pl U - DP-HYDPO,MF,03-JUL-2014,10,1,INF109KA1WP4,10
IPRU8616,ICICI Prud MF - ICICI Prud CPO - Sr VI - 1825D Pl C - DP-CO,MF,11-JUL-2014,10,1,INF109KA1XJ5,10
IPRU8617,ICICI Prud MF - ICICI Prud CPO - Sr VI - 1825D Pl C - DP-DPO,MF,11-JUL-2014,10,1,INF109KA1XK3,10
IPRU8631,ICICI Prud MF - ICICI Prud MYF Sr 7 - 1825 D Pl B - DP-CO,MF,01-AUG-2014,10,1,INF109KA1YN5,10
IPRU8632,ICICI Prud MF - ICICI Prud MYF Sr 7 - 1825 D Pl B - DP-DPO,MF,01-AUG-2014,10,1,INF109KA1YO3,10
IPRU8641,ICICI Prud MF - ICICI Prud FMP Sr 75 - 1352 D Pl E - DP-CO,MF,20-AUG-2014,10,1,INF109KA1ZS1,10
IPRU8642,ICICI Prud MF - ICICI Prud FMP Sr 75 - 1352 D Pl E - DP-HYDPO,MF,20-AUG-2014,10,1,INF109KA1ZT9,10
IPRU8689,ICICI Prud MF - ICICI Prud MYF Series 7 - 1825 D Plan C - DP-CO,MF,12-SEP-2014,10,1,INF109KA1K07,10
IPRU8690,ICICI Prud MF - ICICI Prud MYF Series 7 - 1825 D Plan C - DP-DPO,MF,12-SEP-2014,10,1,INF109KA1K15,10
IPRU8696,ICICI Prude MF - ICICI Prud FMP Sr 75 - 1100 D Pl G - DP-CO,MF,17-SEP-2014,10,1,INF109KA1K80,10
IPRU8697,ICICI Prude MF - ICICI Prud FMP Sr 75 - 1100 D Pl G - DP-HYDPO,MF,17-SEP-2014,10,1,INF109KA1K98,10
IPRU8703,ICICI Prud MF - ICICI Prud FMP Sr 75 - 1100 D Pl H - DP-CO,MF,17-SEP-2014,10,1,INF109KA1P85,10
IPRU8704,ICICI Prud MF - ICICI Prud FMP Sr 75 - 1100 D Pl H - DP-HYDPO,MF,17-SEP-2014,10,1,INF109KA1P93,10
IPRU8705,ICICI Prud MF - ICICI Prud CPOF - Sr VI 1100 D Pl H - DP-CO,MF,25-SEP-2014,10,1,INF109KA1Q27,10
IPRU8706,ICICI Prud MF - ICICI Prud CPOF - Sr VI 1100 D Pl H - DP-DPO,MF,25-SEP-2014,10,1,INF109KA1Q35,10
IPRU8707,ICICI Prud MF - ICICI Prud FMP Sr 75 Pl I - DP-CO,MF,30-SEP-2014,10,1,INF109KA1R42,10
IPRU8708,ICICI Prud MF - ICICI Prud FMP Sr 75 Pl I - DP-HYDPO,MF,30-SEP-2014,10,1,INF109KA1R59,10
IPRU8709,ICICI Prud MF - ICICI Prud MYF Sr 7 1338 D Pl D - DP-CO,MF,09-OCT-2014,10,1,INF109KA1R83,10
IPRU8710,ICICI Prud MF - ICICI Prud MYF Sr 7 1338 D Pl D - DP-DPO,MF,09-OCT-2014,10,1,INF109KA1R91,10
IPRU8712,ICICI Pru MF - ICICI Prudential MYF - S7 -1825D Pl E DC,MF,17-OCT-2014,10,1,INF109KA1S41,10
IPRU8713,ICICI Pru MF - ICICI Prudential MYF - S7 -1825D Pl E DD,MF,17-OCT-2014,10,1,INF109KA1S58,10
IPRU8714,ICICI Prud MF - ICICI Prud FMP Sr 75 - 1100 D Pl J - DP-CO,MF,07-OCT-2014,10,1,INF109KA1T65,10
IPRU8715,ICICI Prud MF - ICICI Prud FMP Sr 75 - 1100 D Pl J - DP-HYDPO,MF,07-OCT-2014,10,1,INF109KA1T73,10
IPRU8716,ICICI Prudential MF - ICICI Pru. MYF Series 7 - 1100 D - Plan F - DC,MF,17-OCT-2014,10,1,INF109KA1U05,10
IPRU8717,ICICI Prudential MF - ICICI Pru. MYF Series 7 - 1100 D - Plan F -DD,MF,17-OCT-2014,10,1,INF109KA1U13,10
IPRU8722,ICICI Prud MF - ICICI Prud FMP Sr 75 1103 D Pl L - DP-CO,MF,28-OCT-2014,10,1,INF109KA1W03,10
IPRU8723,ICICI Prud MF - ICICI Prud FMP Sr 75 1103 D Pl L - DP-HYDPO,MF,28-OCT-2014,10,1,INF109KA1W11,10
IPRU8724,ICICI Prud MF - ICICI Prud CPOF Sr VII 1285D Pl A - DP-CO,MF,03-NOV-2014,10,1,INF109KA1W45,10
IPRU8725,ICICI Prud MF - ICICI Prud CPOF Sr VII 1285D Pl A - DP-DPO,MF,03-NOV-2014,10,1,INF109KA1W52,10
IPRU8735,ICICI Pru MF - ICICI Prudential MYF - S8 -1824D Pl A DC,MF,17-NOV-2014,10,1,INF109KA18B1,10
IPRU8736,ICICI Pru MF - ICICI Prudential MYF - S8 -1824D Pl A DD,MF,17-NOV-2014,10,1,INF109KA19B9,10
IPRU8737,ICICI Prud MF - ICICI Prud FMP Sr 75 1100 D Pl N - DP-CO,MF,10-NOV-2014,10,1,INF109KA10B8,10
IPRU8739,ICICI Prud MF - ICICI Prud FMP Sr 75 - 1100D Pl O - DP-CO,MF,31-OCT-2014,10,1,INF109KA14B0,10
IPRU8745,ICICI Prud MF - ICICI Prud FMP Sr 75 1103 D Pl P - DP-CO,MF,19-NOV-2014,10,1,INF109KA18D7,10
IPRU8746,ICICI Prud MF - ICICI Prud FMP Sr 75 1103 D Pl P - DP-HYDPO,MF,19-NOV-2014,10,1,INF109KA19D5,10
IPRU8747,ICICI Prud MF - ICICI Prud FMP Sr 75 1100 D Pl Q - DP-CO,MF,20-NOV-2014,10,1,INF109KA12E8,10
IPRU8748,ICICI Prud MF - ICICI Prud FMP Sr 75 1100 D Pl Q - DP-HYDPO,MF,20-NOV-2014,10,1,INF109KA13E6,10
IPRU8749,ICICI Prud MF - ICICI Prud CPOF Sr VII 1285 D Pl B - DP-CO,MF,01-DEC-2014,10,1,INF109KA16E9,10
IPRU8750,ICICI Prud MF - ICICI Prud CPOF Sr VII 1285 D Pl B - DP-DPO,MF,01-DEC-2014,10,1,INF109KA17E7,10
IPRU8751,ICICI Prud MF - ICICI Prud FMP Sr 75 1100 D Pl R - DP-CO,MF,20-NOV-2014,10,1,INF109KA10F9,10
IPRU8754,ICICI Prud MF - ICICI Prud MYF Sr 8 - 1103 D Pl C - DP-CO,MF,05-DEC-2014,10,1,INF109KA18F2,10
IPRU8755,ICICI Prud MF - ICICI Prud MYF Sr 8 - 1103 D Pl C - DP-DPO,MF,05-DEC-2014,10,1,INF109KA19F0,10
IPRU8756,ICICI Prud MF - ICICI Prud FMP Sr 75 - 1100 D Pl T - DP-CO,MF,27-NOV-2014,10,1,INF109KA12F5,10
IPRU8767,ICICI Prud MF - ICICI Prud FMP Sr 75 - 1246 D Pl U - DP-CO,MF,05-DEC-2014,10,1,INF109KA14H7,10
IPRU8768,ICICI Prud MF - ICICI Prud FMP Sr 75 - 1246 D Pl U - DP-HYDPO,MF,05-DEC-2014,10,1,INF109KA15H4,10
IPRU8771,ICICI Prudential MF - ICICI Pru. MYF S8-1822D Plan D - DC,MF,24-DEC-2014,10,1,INF109KA10K9,10
IPRU8772,ICICI Prudential MF - ICICI Pru. MYF S8-1822D Plan D - DD,MF,24-DEC-2014,10,1,INF109KA11K7,10
IPRU8776,ICICI Prud MF - ICICI Prud MYF Sr 8 Pl E - DP-CO,MF,30-DEC-2014,10,1,INF109KA18L0,10
IPRU8782,ICICI Prud MF - ICICI Prud CPOF Sr VII 1284 D Pl C - DP-CO,MF,06-JAN-2015,10,1,INF109KA10N3,10
IPRU8783,ICICI Prud MF - ICICI Prud CPOF Sr VII 1284 D Pl C - DP-DPO,MF,06-JAN-2015,10,1,INF109KA11N1,10
IPRU8784,ICICI Prud MF - ICICI Prud FMP Sr 76 - 1100D - Pl D - DP-CO,MF,31-DEC-2014,10,1,INF109KA14N5,10
IPRU8785,ICICI Prud MF - ICICI Prud FMP Sr 76 - 1100D - Pl D - DP-HYDPO,MF,31-DEC-2014,10,1,INF109KA15N2,10
IPRU8789,ICICI Prud MF - ICICI Prud CPOF Sr VII 1822D Pl D - DP-CO,MF,14-JAN-2015,10,1,INF109KA12P4,10
IPRU8790,ICICI Prud MF - ICICI Prud CPOF Sr VII 1822D Pl D - DP-DPO,MF,14-JAN-2015,10,1,INF109KA13P2,10
IPRU8791,ICICI Prud MF - ICICI Prud CPOF Sr VII 1284D Pl E - DP-CO,MF,28-JAN-2015,10,1,INF109KA16P5,10
IPRU8792,ICICI Prud MF - ICICI Prud CPOF Sr VII 1284D Pl E - DP-DPO,MF,28-JAN-2015,10,1,INF109KA17P3,10
IPRU8794,ICICI Prud MF - ICICI Prud FMP Sr 76 - 1103D Pl F - DP-CO,MF,29-JAN-2015,10,1,INF109KA16Q3,10
IPRU8795,ICICI Prud MF - ICICI Prud FMP Sr 76 - 1103D Pl F - DP-HYDPO,MF,29-JAN-2015,10,1,INF109KA17Q1,10
IPRU8796,ICICI Prud MF - ICICI Prud CPOF Sr VII 1288D Pl F - DP-CO,MF,04-FEB-2015,10,1,INF109KA10R4,10
IPRU8798,ICICI Prud MF - ICICI Prud FMP Sr 76 - 1100 D Pl G - DP-CO,MF,04-FEB-2015,10,1,INF109KA15S1,10
IPRU8801,ICICI Prud MF - ICICI Prud FMP Sr 76 - 1185 D Pl H - DP-CO,MF,09-FEB-2015,10,1,INF109KA18S5,10
IPRU8802,ICICI Prud MF - ICICI Prud FMP Sr 76 - 1185 D Pl H - DP-HYDPO,MF,09-FEB-2015,10,1,INF109KA19S3,10
IPRU8805,ICICI Prud MF - ICICI Prud MYF Sr 8 - 1103 D Pl F - DP-CO,MF,23-FEB-2015,10,1,INF109KA12T6,10
IPRU8806,ICICI Prud MF - ICICI Prud MYF Sr 8 - 1103 D Pl F - DP-DPO,MF,23-FEB-2015,10,1,INF109KA13T4,10
IPRU8807,ICICI Prud MF - ICICI Prud CPOF Sr VII 1285D Pl G - DP-CO,MF,28-FEB-2015,10,1,INF109KA10U8,10
IPRU8811,ICICI Prud MF - ICICI Prud FMP Sr 76 - 1155 D Pl K - DP-CO,MF,23-FEB-2015,10,1,INF109KA16V3,10
IPRU8815,ICICI Pru MF - ICICI Pru CPOF - Series VII-Plan H 1284 Days - Dir Cum,MF,17-MAR-2015,10,1,INF109KA16X9,10
IPRU8816,ICICI Pru MF - ICICI Pru CPOF - Series VII-Plan H 1284 Days - Dir Div,MF,17-MAR-2015,10,1,INF109KA17X7,10
IPRU8817,ICICI Prud MF - ICICI Prud FMP Sr 76 - 1142D Pl M - DP-CO,MF,05-MAR-2015,10,1,INF109KA18Y3,10
IPRU8818,ICICI Prud MF - ICICI Prud FMP Sr 76 - 1142D Pl M - DP-HYDPO,MF,05-MAR-2015,10,1,INF109KA19Y1,10
IPRU8826,ICICI Prud MF - ICICI Prud FMP Sr 76 - 1132D Pl P - DP-CO,MF,19-MAR-2015,10,1,INF109KB1235,10
IPRU8829,ICICI Prud MF - ICICI Prud CPOF Sr VIII - 1300D Pl A - DP-CO,MF,08-APR-2015,10,1,INF109KB1276,10
IPRU8835,ICICI Prud MF - ICICI Prud FMP Sr 76 - 1120D Pl U - DP-CO,MF,06-APR-2015,10,1,INF109KB1417,10
IPRU8837,ICICI Prud MF - ICICI Prud FMP Sr 76 - 1100D Pl T - DP-CO,MF,31-MAR-2015,10,1,INF109KB1375,10
IPRU8843,ICICI Prud MF - ICICI Prud FMP Sr 76 - 1108D Pl V - DP-CO,MF,08-APR-2015,10,1,INF109KB1698,10
IPRU8845,ICICI Prud MF - ICICI Prud MYF Sr 9 - 1144D Pl A - DP-CO,MF,17-APR-2015,10,1,INF109KB1730,10
IPRU8846,ICICI Prud MF - ICICI Prud MYF Sr 9 - 1144D Pl A - DP-DPO,MF,17-APR-2015,10,1,INF109KB1748,10
IPRU8848,ICICI Prud MF - ICICI Prud FMP Sr 76 - 1127D Pl W - DP-CO,MF,15-APR-2015,10,1,INF109KB1979,10
IPRU8849,ICICI Prud MF - ICICI Prud FMP Sr 76 - 1127D Pl W - DP-HYDPO,MF,15-APR-2015,10,1,INF109KB1987,10
IPRU8852,ICICI Prud MF - ICICI Prud CPOF Sr VIII - 1103D Pl B - DP-CO,MF,30-APR-2015,10,1,INF109KB1AV7,10
IPRU8853,ICICI Prud MF - ICICI Prud CPOF Sr VIII - 1103D Pl B - DP-DPO,MF,30-APR-2015,10,1,INF109KB1AW5,10
IPRU8854,ICICI Prudential Mutual Fund - ICICI Prudential Fixed Maturity Plan Se,MF,24-APR-2015,10,1,INF109KB1BH4,10
IPRU8856,ICICI Prud MF - ICICI Prud FMP Sr 76 - 1135D Pl Z - DP-CO,MF,29-APR-2015,10,1,INF109KB1BD3,10
IPRU8857,ICICI Prud MF - ICICI Prud FMP Sr 76 - 1135D Pl Z - DP-HYDPO,MF,29-APR-2015,10,1,INF109KB1BE1,10
IPRU8858,ICICI Prud MF - ICICI Prud FMP Sr 77 - 1132D Pl A - DP-CO,MF,13-MAY-2015,10,1,INF109KB1DH0,10
IPRU8859,ICICI Prud MF - ICICI Prud FMP Sr 77 - 1132D Pl A - DP-HYDPO,MF,13-MAY-2015,10,1,INF109KB1DI8,10
IPRU8862,ICICI Pru MF - ICICI Pru CPOF - Ser VIII - 1103 D - Plan C - Dir Cum,MF,21-MAY-2015,10,1,INF109KB1DD9,10
IPRU8863,ICICI Pru MF - ICICI Pru CPOF - Ser VIII - 1103 D - Plan C - Dir Div,MF,21-MAY-2015,10,1,INF109KB1DE7,10
IPRU8864,ICICI Pru MF - ICICI Pru FMP Ser 77 - 1473D - Plan C - Dir Cum,MF,22-MAY-2015,10,1,INF109KB1DP3,10
IPRU8865,ICICI Pru MF - ICICI Pru FMP Ser 77 - 1473D - Plan C - Dir Div,MF,22-MAY-2015,10,1,INF109KB1DQ1,10
IPRU8868,ICICI Prud MF - ICICI Prud FMP Sr 77 - 1130D Pl D - DP-CO,MF,26-MAY-2015,10,1,INF109KB1EN6,10
IPRU8875,ICICI Prud MF - ICICI Prud CPOF - Sr VIII - 1101 D - Pl D - DP - CO,MF,26-JUN-2015,10,1,INF109KB1GX0,10
IPRU8876,ICICI Prud MF - ICICI Prud CPOF - Sr VIII - 1101 D - Pl D - DP - DPO,MF,26-JUN-2015,10,1,INF109KB1GY8,10
IPRU8879,ICICI Prud MF - ICICI Prud FMP - S 77 - 1134 D - Pl H - DP - CO,MF,16-JUN-2015,10,1,INF109KB1HD0,10
IPRU8880,ICICI Prud MF - ICICI Prud FMP - S 77 - 1134 D - Pl H - DP - HYDPO,MF,16-JUN-2015,10,1,INF109KB1HE8,10
IPRU8885,ICICI Prud MF - ICICI Prud CPOF - S VIII - 1107 D - Pl E - DP - CO,MF,20-JUL-2015,10,1,INF109KB1IB2,10
IPRU8886,ICICI Prud MF - ICICI Prud CPOF - S VIII - 1107 D - Pl E - DP - DPO,MF,20-JUL-2015,10,1,INF109KB1IC0,10
IPRU8889,ICICI Prud MF - ICICI Prud FMP - S 77 - 1100 D - Pl M - DP - CO,MF,28-JUL-2015,10,1,INF109KB1IR8,10
IPRU8890,ICICI Prud MF - ICICI Prud FMP - S 77 - 1100 D - Pl M - DP - HYDPO,MF,28-JUL-2015,10,1,INF109KB1IS6,10
IPRU8891,ICICI Prud MF - ICICI Prud FMP - S 77 - 1100 D - Pl L - DP - CO,MF,21-JUL-2015,10,1,INF109KB1IV0,10
IPRU8892,ICICI Prud MF - ICICI Prud FMP - S 77 - 1100 D - Pl L - DP- HYDPO,MF,21-JUL-2015,10,1,INF109KB1IW8,10
IPRU8893,ICICI Prud MF - ICICI Prud CPOF - S VIII - 1115 D - Pl F - DP - CO,MF,04-AUG-2015,10,1,INF109KB1IZ1,10
IPRU8894,ICICI Prud MF - ICICI Prud CPOF - S VIII - 1115 D - Pl F - DP - DPO,MF,04-AUG-2015,10,1,INF109KB1JA2,10
IPRU8896,ICICI Prud MF - ICICI Prud FMP - S 77 - 1105 D - Pl N - DP - CO,MF,24-JUL-2015,10,1,INF109KB1JX4,10
IPRU8900,ICICI Prud MF - ICICI Prud CPOF - S VIII - 1101 D - Pl G - DP - CO,MF,20-AUG-2015,10,1,INF109KB1KP8,10
IPRU8904,ICICI Prud MF - ICICI Prud CPOF - S VIII - 1105 D - Pl H - DP- CO,MF,28-AUG-2015,10,1,INF109KB1LB6,10
IPRU8905,ICICI Prud MF - ICICI Prud CPOF - S VIII - 1105 D - Pl H - DP - DPO,MF,28-AUG-2015,10,1,INF109KB1LC4,10
IPRU8908,ICICI Prud MF - ICICI Prud CPOF Sr VIII - 1290D Pl I - DP-CO,MF,02-SEP-2015,10,1,INF109KB1LN1,10
IPRU8909,ICICI Prud MF - ICICI Prud CPOF Sr VIII - 1290D Pl I - DP-DPO,MF,02-SEP-2015,10,1,INF109KB1LO9,10
IPRU8911,ICICI Prud MF - ICICI Prud CPOF Sr VIIII - 1284D Pl J - DP-CO,MF,08-SEP-2015,10,1,INF109KB1LT8,10
IPRU8912,ICICI Prud MF - ICICI Prud CPOF Sr VIIII - 1284D Pl J - DP-DPO,MF,08-SEP-2015,10,1,INF109KB1LU6,10
IPRU8915,ICICI Prud MF - ICICI Prud FMP Sr 77 - 1151D Pl S - DP-CO,MF,08-SEP-2015,10,1,INF109KB1MB4,10
IPRU8916,ICICI Prud MF - ICICI Prud FMP Sr 77 - 1151D Pl S - DP-HYDPO,MF,08-SEP-2015,10,1,INF109KB1MC2,10
IPRU8918,ICICI Prudential Mutual Fund - ICICI Prudential Fixed Maturity Plan Se,MF,15-SEP-2015,10,1,INF109KB1MH1,10
IPRU8927,ICICI Prud MF - ICICI Prud FMP Sr 77 Pl W - DP-CO,MF,05-OCT-2015,10,1,INF109KB1MR0,10
IPRU8941,ICICI Prud MF - ICICI Prud FMP Sr 78 - 1212D Pl A - DP-CO,MF,16-DEC-2015,10,1,INF109KB1OT2,10
IPRU8942,ICICI Prud MF - ICICI Prud FMP Sr 78 - 1212D Pl A - DP-HYDPO,MF,16-DEC-2015,10,1,INF109KB1OU0,10
IPRU8949,ICICI Prud MF - ICICI Prud FMP Sr 78 - 1190D Pl C - DP-CO,MF,06-JAN-2016,10,1,INF109KB1PJ0,10
IPRU8950,ICICI Prud MF - ICICI Prud FMP Sr 78 - 1190D Pl C - DP-HYDPO,MF,06-JAN-2016,10,1,INF109KB1PK8,10
IPRU8955,ICICI Pru MF - ICICI Pru FMP S78 - 1190D Plan E - Dir Cum,MF,28-JAN-2016,10,1,INF109KB1PV5,10
IPRU8956,ICICI Pru MF - ICICI Pru FMP S78 - 1190D Plan E - Dir Div,MF,28-JAN-2016,10,1,INF109KB1PW3,10
IPRU8959,ICICI Prud MF - ICICI Prud FMP Sr 78 - 1185D Pl F - DP-CO,MF,29-JAN-2016,10,1,INF109KB1QD1,10
IPRU8960,ICICI Prud MF - ICICI Prud FMP Sr 78 - 1185D Pl F - DP-HYDPO,MF,29-JAN-2016,10,1,INF109KB1QE9,10
IPRU8974,ICICI Prud MF - ICICI Prud FMP Sr 78 - 1170D Pl I - DP-CO,MF,03-MAR-2016,10,1,INF109KB1RF4,10
IPRU8975,ICICI Prud MF - ICICI Prud FMP Sr 78 - 1170D Pl I - DP-HYDPO,MF,03-MAR-2016,10,1,INF109KB1RG2,10
IPRU8976,ICICI Prud MF - ICICI Prud FMP Sr 78 - 1168D Pl J - DP-CO,MF,04-MAR-2016,10,1,INF109KB1RR9,10
